"rt","responses","trial_index","time_elapsed","ID","lang","leftIsUp","screenX","screenY","innerX","innerY","version","raw_FPS","estimated_FPS","success","key","dir","modality","actual_cross_pt","actual_graph_pt","untrust_graph_pt","nbOfFrames","correct","current_streak","longest_streak","current_bonus","total_score","steepness","number_points","standard_deviation","loop_number","button_pressed","finished","1Q0","1Q1","1Q2","1Q3","1Q4","T_test","Pearson_R","OLS_slope"
2996.40000000002,"",63,534527,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.524000000034,99.8620000000228,96.9000000000233,6,TRUE,4,6,0,69,0,18,0.1,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-0.0489109597898849,-0.0122268259186542,-0.00264823405812882
1765.00000000012,"",64,538322,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",999.315000000002,99.1630000000005,94.8000000000466,6,TRUE,5,6,1,70,0,38,0.1,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-1.39068970228378,-0.225795777807405,-0.0707595332008515
1905.40000000008,"",65,542258,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.252999999968,100.107999999949,96.1999999999534,6,TRUE,6,6,1,71,0.0625,6,0.15,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-0.966687318495123,-0.43517619684532,-0.0223253512007367
1800.79999999999,"",66,546098,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.882999999973,99.5329999999958,96.5000000001164,6,TRUE,7,7,2,73,-0.125,66,0.15,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-1.23070008241976,-0.152048838730532,-0.0806030170462862
1270.59999999986,"",67,549411,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.621999999974,99.5400000000373,96.0999999999767,6,FALSE,0,7,0,73,0,6,0.1,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",0.599331176988129,0.287053984334705,0.0587527883693267
1129.60000000003,"",68,552583,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"up","touchscreen",998.684999999998,99.7939999999944,95.2999999999884,6,FALSE,0,7,0,73,-0.0625,66,0.1,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-1.21980151648976,-0.150733083925072,-0.051493416594341
2357.5999999998,"",69,556971,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.107000000018,100.237999999954,96.2999999999302,6,TRUE,1,7,0,73,-0.1875,6,0.1,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-2.88766169027223,-0.822078980423815,-0.461388889319664
2046.09999999998,"",70,561056,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"up","touchscreen",998.00900000002,100.157000000007,96.1999999999534,6,TRUE,2,7,0,73,0.1875,6,0.15,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",1.66991374916365,0.640919594109111,0.254424413327968
2481.39999999991,"",71,565567,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"down","touchscreen",998.713999999978,99.6219999999739,95.8000000000466,6,TRUE,3,7,0,73,0,6,0.05,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",-0.263043428986573,-0.130398733859427,-0.0161975565549893
2100.10000000009,"",72,569696,"1cozpltunf","fr","false",1280,800,1280,338,2,54,16.6666666666667,"",NA,"up","touchscreen",998.415999999968,99.9170000000158,95.9000000000233,6,TRUE,4,7,0,73,0.125,38,0.2,1,NA,2021-07-01 02:29:04.430843,"M","6","left","NA","NA",1.12699151363911,0.184603660867708,0.123830652809555
