sonaId,qualtricsResponseId,trialNumber,stimulusIndex,n,slope,noise,responseCode,stimulusPairing,accuracy,reactionTime,responseKey,trialType
96275,R_1HdhTyuiJXdecW6,1,224,16,-0.043700,0.15,2,2,true,5914,P,training
96275,R_1HdhTyuiJXdecW6,2,115,20,-0.221700,0.15,2,2,false,950,Q,training
96275,R_1HdhTyuiJXdecW6,3,113,20,-0.221700,0.15,2,2,false,842,Q,training
96275,R_1HdhTyuiJXdecW6,4,336,12,0.131700,0.15,2,2,false,723,P,training
96275,R_1HdhTyuiJXdecW6,5,448,8,0.315300,0.15,2,2,false,1671,P,training
96275,R_1HdhTyuiJXdecW6,6,393,10,0.221700,0.15,2,2,true,3813,Q,training
96275,R_1HdhTyuiJXdecW6,7,394,10,0.221700,0.15,2,2,false,1839,P,training
96275,R_1HdhTyuiJXdecW6,8,337,12,0.131700,0.15,2,2,true,576,Q,training
96275,R_1HdhTyuiJXdecW6,9,170,18,-0.131700,0.15,2,2,false,579,Q,training
96275,R_1HdhTyuiJXdecW6,10,281,14,0.043700,0.15,2,2,false,683,P,training
96275,R_1HdhTyuiJXdecW6,11,112,20,-0.221700,0.15,2,2,false,544,Q,training
96275,R_1HdhTyuiJXdecW6,12,450,8,0.315300,0.15,2,2,true,743,Q,training
96275,R_1HdhTyuiJXdecW6,13,280,14,0.043700,0.15,2,2,true,834,Q,training
96275,R_1HdhTyuiJXdecW6,14,283,14,0.043700,0.15,2,2,false,893,P,training
96275,R_1HdhTyuiJXdecW6,15,56,22,-0.315300,0.15,2,2,false,591,Q,training
96275,R_1HdhTyuiJXdecW6,16,451,8,0.315300,0.15,2,2,true,1093,Q,training
96275,R_1HdhTyuiJXdecW6,17,282,14,0.043700,0.15,2,2,false,1085,P,training
96275,R_1HdhTyuiJXdecW6,18,169,18,-0.131700,0.15,2,2,true,981,P,training
96275,R_1HdhTyuiJXdecW6,19,227,16,-0.043700,0.15,2,2,true,1539,P,training
96275,R_1HdhTyuiJXdecW6,20,392,10,0.221700,0.15,2,2,true,800,Q,training
96275,R_1HdhTyuiJXdecW6,21,449,8,0.315300,0.15,2,2,true,1182,Q,training
96275,R_1HdhTyuiJXdecW6,22,57,22,-0.315300,0.15,2,2,true,844,P,training
96275,R_1HdhTyuiJXdecW6,23,58,22,-0.315300,0.15,2,2,false,551,Q,training
96275,R_1HdhTyuiJXdecW6,24,395,10,0.221700,0.15,2,2,true,585,Q,training
96275,R_1HdhTyuiJXdecW6,25,59,22,-0.315300,0.15,2,2,true,742,P,training
