sonaId,qualtricsResponseId,trialNumber,stimulusIndex,n,slope,noise,responseCode,stimulusPairing,accuracy,reactionTime,responseKey,trialType
89047,R_7imKPLufSMHMBqv,1,75,10,-0.221700,0.15,1,1,false,1607,Q,training
89047,R_7imKPLufSMHMBqv,2,290,16,0.043700,0.15,1,1,true,772,Q,training
89047,R_7imKPLufSMHMBqv,3,72,10,-0.221700,0.15,1,1,true,695,P,training
89047,R_7imKPLufSMHMBqv,4,145,12,-0.131700,0.15,1,1,true,610,P,training
89047,R_7imKPLufSMHMBqv,5,363,18,0.131700,0.15,1,1,true,730,Q,training
89047,R_7imKPLufSMHMBqv,6,360,18,0.131700,0.15,1,1,true,609,Q,training
89047,R_7imKPLufSMHMBqv,7,144,12,-0.131700,0.15,1,1,true,662,P,training
89047,R_7imKPLufSMHMBqv,8,146,12,-0.131700,0.15,1,1,true,557,P,training
89047,R_7imKPLufSMHMBqv,9,3,8,-0.315300,0.15,1,1,true,556,P,training
89047,R_7imKPLufSMHMBqv,10,505,22,0.315300,0.15,1,1,true,511,Q,training
89047,R_7imKPLufSMHMBqv,11,361,18,0.131700,0.15,1,1,true,413,Q,training
89047,R_7imKPLufSMHMBqv,12,291,16,0.043700,0.15,1,1,false,685,P,training
89047,R_7imKPLufSMHMBqv,13,217,14,-0.043700,0.15,1,1,false,751,Q,training
89047,R_7imKPLufSMHMBqv,14,218,14,-0.043700,0.15,1,1,true,812,P,training
89047,R_7imKPLufSMHMBqv,15,1,8,-0.315300,0.15,1,1,true,618,P,training
89047,R_7imKPLufSMHMBqv,16,289,16,0.043700,0.15,1,1,true,740,Q,training
89047,R_7imKPLufSMHMBqv,17,147,12,-0.131700,0.15,1,1,true,786,P,training
89047,R_7imKPLufSMHMBqv,18,506,22,0.315300,0.15,1,1,true,473,Q,training
89047,R_7imKPLufSMHMBqv,19,74,10,-0.221700,0.15,1,1,false,28938,Q,training
89047,R_7imKPLufSMHMBqv,20,434,20,0.221700,0.15,1,1,true,692,Q,training
89047,R_7imKPLufSMHMBqv,21,219,14,-0.043700,0.15,1,1,true,1075,P,training
89047,R_7imKPLufSMHMBqv,22,73,10,-0.221700,0.15,1,1,true,680,P,training
89047,R_7imKPLufSMHMBqv,23,433,20,0.221700,0.15,1,1,true,620,Q,training
89047,R_7imKPLufSMHMBqv,24,288,16,0.043700,0.15,1,1,true,653,Q,training
89047,R_7imKPLufSMHMBqv,25,432,20,0.221700,0.15,1,1,true,527,Q,training
89047,R_7imKPLufSMHMBqv,26,507,22,0.315300,0.15,1,1,true,540,Q,training
89047,R_7imKPLufSMHMBqv,27,2,8,-0.315300,0.15,1,1,true,735,P,training
89047,R_7imKPLufSMHMBqv,28,0,8,-0.315300,0.15,1,1,true,475,P,training
89047,R_7imKPLufSMHMBqv,29,216,14,-0.043700,0.15,1,1,true,796,P,training
89047,R_7imKPLufSMHMBqv,30,362,18,0.131700,0.15,1,1,true,972,Q,training
89047,R_7imKPLufSMHMBqv,31,504,22,0.315300,0.15,1,1,true,535,Q,training
89047,R_7imKPLufSMHMBqv,32,435,20,0.221700,0.15,1,1,true,478,Q,training
89047,R_7imKPLufSMHMBqv,33,137,10,-0.131700,0.15,1,1,false,3110,Q,main
89047,R_7imKPLufSMHMBqv,34,161,16,-0.131700,0.15,1,1,false,1443,P,main
89047,R_7imKPLufSMHMBqv,35,275,12,0.043700,0.15,1,1,true,1769,P,main
89047,R_7imKPLufSMHMBqv,36,129,8,-0.131700,0.15,1,1,true,736,P,main
89047,R_7imKPLufSMHMBqv,37,48,20,-0.315300,0.15,1,1,false,686,P,main
89047,R_7imKPLufSMHMBqv,38,299,18,0.043700,0.15,1,1,true,588,Q,main
89047,R_7imKPLufSMHMBqv,39,209,12,-0.043700,0.15,1,1,true,705,P,main
89047,R_7imKPLufSMHMBqv,40,346,14,0.131700,0.15,1,1,false,638,Q,main
89047,R_7imKPLufSMHMBqv,41,459,10,0.315300,0.15,1,1,false,439,Q,main
89047,R_7imKPLufSMHMBqv,42,26,14,-0.315300,0.15,1,1,true,489,P,main
89047,R_7imKPLufSMHMBqv,43,426,18,0.221700,0.15,1,1,true,469,Q,main
89047,R_7imKPLufSMHMBqv,44,258,8,0.043700,0.15,1,1,true,647,P,main
89047,R_7imKPLufSMHMBqv,45,163,16,-0.131700,0.15,1,1,false,446,P,main
89047,R_7imKPLufSMHMBqv,46,168,18,-0.131700,0.15,1,1,false,836,P,main
89047,R_7imKPLufSMHMBqv,47,176,20,-0.131700,0.15,1,1,false,543,P,main
89047,R_7imKPLufSMHMBqv,48,81,12,-0.221700,0.15,1,1,true,738,P,main
89047,R_7imKPLufSMHMBqv,49,10,10,-0.315300,0.15,1,1,true,870,P,main
89047,R_7imKPLufSMHMBqv,50,331,10,0.131700,0.15,1,1,true,17166,P,main
89047,R_7imKPLufSMHMBqv,51,203,10,-0.043700,0.15,1,1,true,1914,P,main
89047,R_7imKPLufSMHMBqv,52,312,22,0.043700,0.15,1,1,false,1653,P,main
89047,R_7imKPLufSMHMBqv,53,242,20,-0.043700,0.15,1,1,false,1748,P,main
89047,R_7imKPLufSMHMBqv,54,32,16,-0.315300,0.15,1,1,false,682,P,main
89047,R_7imKPLufSMHMBqv,55,24,14,-0.315300,0.15,1,1,true,458,P,main
89047,R_7imKPLufSMHMBqv,56,43,18,-0.315300,0.15,1,1,false,425,P,main
89047,R_7imKPLufSMHMBqv,57,241,20,-0.043700,0.15,1,1,true,1046,Q,main
89047,R_7imKPLufSMHMBqv,58,90,14,-0.221700,0.15,1,1,true,650,P,main
89047,R_7imKPLufSMHMBqv,59,280,14,0.043700,0.15,1,1,false,503,Q,main
89047,R_7imKPLufSMHMBqv,60,152,14,-0.131700,0.15,1,1,true,642,P,main
89047,R_7imKPLufSMHMBqv,61,232,18,-0.043700,0.15,1,1,false,668,P,main
89047,R_7imKPLufSMHMBqv,62,195,8,-0.043700,0.15,1,1,true,800,P,main
89047,R_7imKPLufSMHMBqv,63,57,22,-0.315300,0.15,1,1,false,520,P,main
89047,R_7imKPLufSMHMBqv,64,345,14,0.131700,0.15,1,1,false,427,Q,main
89047,R_7imKPLufSMHMBqv,65,67,8,-0.221700,0.15,1,1,true,664,P,main
89047,R_7imKPLufSMHMBqv,66,304,20,0.043700,0.15,1,1,true,1620,Q,main
89047,R_7imKPLufSMHMBqv,67,178,20,-0.131700,0.15,1,1,false,692,P,main
89047,R_7imKPLufSMHMBqv,68,378,22,0.131700,0.15,1,1,true,1368,Q,main
89047,R_7imKPLufSMHMBqv,69,33,16,-0.315300,0.15,1,1,false,651,P,main
89047,R_7imKPLufSMHMBqv,70,411,14,0.221700,0.15,1,1,true,542,P,main
89047,R_7imKPLufSMHMBqv,71,88,14,-0.221700,0.15,1,1,true,472,P,main
89047,R_7imKPLufSMHMBqv,72,128,8,-0.131700,0.15,1,1,true,504,P,main
89047,R_7imKPLufSMHMBqv,73,392,10,0.221700,0.15,1,1,true,672,P,main
89047,R_7imKPLufSMHMBqv,74,64,8,-0.221700,0.15,1,1,true,541,P,main
89047,R_7imKPLufSMHMBqv,75,267,10,0.043700,0.15,1,1,false,967,Q,main
89047,R_7imKPLufSMHMBqv,76,482,16,0.315300,0.15,1,1,true,590,Q,main
89047,R_7imKPLufSMHMBqv,77,491,18,0.315300,0.15,1,1,true,566,Q,main
89047,R_7imKPLufSMHMBqv,78,321,8,0.131700,0.15,1,1,false,649,Q,main
89047,R_7imKPLufSMHMBqv,79,25,14,-0.315300,0.15,1,1,true,569,P,main
89047,R_7imKPLufSMHMBqv,80,344,14,0.131700,0.15,1,1,false,750,Q,main
89047,R_7imKPLufSMHMBqv,81,138,10,-0.131700,0.15,1,1,true,836,P,main
89047,R_7imKPLufSMHMBqv,82,442,22,0.221700,0.15,1,1,true,532,Q,main
89047,R_7imKPLufSMHMBqv,83,330,10,0.131700,0.15,1,1,false,666,Q,main
89047,R_7imKPLufSMHMBqv,84,123,22,-0.221700,0.15,1,1,false,508,P,main
89047,R_7imKPLufSMHMBqv,85,224,16,-0.043700,0.15,1,1,true,685,Q,main
89047,R_7imKPLufSMHMBqv,86,403,12,0.221700,0.15,1,1,false,507,Q,main
89047,R_7imKPLufSMHMBqv,87,498,20,0.315300,0.15,1,1,true,419,Q,main
89047,R_7imKPLufSMHMBqv,88,402,12,0.221700,0.15,1,1,false,628,Q,main
89047,R_7imKPLufSMHMBqv,89,34,16,-0.315300,0.15,1,1,false,520,P,main
89047,R_7imKPLufSMHMBqv,90,131,8,-0.131700,0.15,1,1,true,1271,P,main
89047,R_7imKPLufSMHMBqv,91,417,16,0.221700,0.15,1,1,true,485,Q,main
89047,R_7imKPLufSMHMBqv,92,106,18,-0.221700,0.15,1,1,false,510,P,main
89047,R_7imKPLufSMHMBqv,93,272,12,0.043700,0.15,1,1,false,693,Q,main
89047,R_7imKPLufSMHMBqv,94,98,16,-0.221700,0.15,1,1,false,634,P,main
89047,R_7imKPLufSMHMBqv,95,155,14,-0.131700,0.15,1,1,true,601,P,main
89047,R_7imKPLufSMHMBqv,96,497,20,0.315300,0.15,1,1,true,389,Q,main
89047,R_7imKPLufSMHMBqv,97,264,10,0.043700,0.15,1,1,false,632,Q,main
89047,R_7imKPLufSMHMBqv,98,27,14,-0.315300,0.15,1,1,true,505,P,main
89047,R_7imKPLufSMHMBqv,99,208,12,-0.043700,0.15,1,1,false,600,Q,main
89047,R_7imKPLufSMHMBqv,100,210,12,-0.043700,0.15,1,1,false,617,Q,main
89047,R_7imKPLufSMHMBqv,101,243,20,-0.043700,0.15,1,1,false,1028,P,main
89047,R_7imKPLufSMHMBqv,102,17,12,-0.315300,0.15,1,1,true,416,P,main
89047,R_7imKPLufSMHMBqv,103,448,8,0.315300,0.15,1,1,false,402,Q,main
89047,R_7imKPLufSMHMBqv,104,274,12,0.043700,0.15,1,1,false,548,Q,main
89047,R_7imKPLufSMHMBqv,105,394,10,0.221700,0.15,1,1,false,512,Q,main
89047,R_7imKPLufSMHMBqv,106,450,8,0.315300,0.15,1,1,false,440,Q,main
89047,R_7imKPLufSMHMBqv,107,19,12,-0.315300,0.15,1,1,true,418,P,main
89047,R_7imKPLufSMHMBqv,108,233,18,-0.043700,0.15,1,1,true,485,Q,main
89047,R_7imKPLufSMHMBqv,109,409,14,0.221700,0.15,1,1,false,384,Q,main
89047,R_7imKPLufSMHMBqv,110,66,8,-0.221700,0.15,1,1,true,565,P,main
89047,R_7imKPLufSMHMBqv,111,385,8,0.221700,0.15,1,1,false,465,Q,main
89047,R_7imKPLufSMHMBqv,112,16,12,-0.315300,0.15,1,1,true,665,P,main
89047,R_7imKPLufSMHMBqv,113,384,8,0.221700,0.15,1,1,false,469,Q,main
89047,R_7imKPLufSMHMBqv,114,50,20,-0.315300,0.15,1,1,false,552,P,main
89047,R_7imKPLufSMHMBqv,115,376,22,0.131700,0.15,1,1,true,706,Q,main
89047,R_7imKPLufSMHMBqv,116,8,10,-0.315300,0.15,1,1,true,639,P,main
89047,R_7imKPLufSMHMBqv,117,225,16,-0.043700,0.15,1,1,true,443,Q,main
89047,R_7imKPLufSMHMBqv,118,338,12,0.131700,0.15,1,1,false,435,Q,main
89047,R_7imKPLufSMHMBqv,119,186,22,-0.131700,0.15,1,1,false,396,P,main
89047,R_7imKPLufSMHMBqv,120,201,10,-0.043700,0.15,1,1,true,549,P,main
89047,R_7imKPLufSMHMBqv,121,49,20,-0.315300,0.15,1,1,false,532,P,main
89047,R_7imKPLufSMHMBqv,122,107,18,-0.221700,0.15,1,1,false,413,P,main
89047,R_7imKPLufSMHMBqv,123,9,10,-0.315300,0.15,1,1,true,499,P,main
89047,R_7imKPLufSMHMBqv,124,41,18,-0.315300,0.15,1,1,false,433,P,main
89047,R_7imKPLufSMHMBqv,125,89,14,-0.221700,0.15,1,1,true,409,P,main
89047,R_7imKPLufSMHMBqv,126,371,20,0.131700,0.15,1,1,false,607,P,main
89047,R_7imKPLufSMHMBqv,127,266,10,0.043700,0.15,1,1,true,651,P,main
89047,R_7imKPLufSMHMBqv,128,305,20,0.043700,0.15,1,1,false,413,P,main
89047,R_7imKPLufSMHMBqv,129,313,22,0.043700,0.15,1,1,false,406,P,main
89047,R_7imKPLufSMHMBqv,130,474,14,0.315300,0.15,1,1,false,377,Q,main
89047,R_7imKPLufSMHMBqv,131,337,12,0.131700,0.15,1,1,false,353,Q,main
89047,R_7imKPLufSMHMBqv,132,273,12,0.043700,0.15,1,1,false,575,Q,main
89047,R_7imKPLufSMHMBqv,133,104,18,-0.221700,0.15,1,1,false,40316,P,main
89047,R_7imKPLufSMHMBqv,134,130,8,-0.131700,0.15,1,1,true,529,P,main
89047,R_7imKPLufSMHMBqv,135,193,8,-0.043700,0.15,1,1,false,750,Q,main
