trialNumber,accuracy,reactionTime,responseKey,stimulusType,noise,bigBlock,trialType,isProbe,probeType,showAxes,stimSlope,stimN,stimRSquared,Cue,0.35,0.225
36,TRUE,450,L,A,0.225,1,regular,FALSE,,FALSE,-0.301252,10,0.170979,n,,
37,FALSE,750,A,A,0.225,1,regular,FALSE,,FALSE,-0.017529,10,0.001044,trend,,
38,FALSE,600,A,A,0.225,1,regular,FALSE,,FALSE,-0.231446,10,0.056694,trend,,
39,TRUE,567,L,A,0.225,1,explanation,FALSE,,FALSE,-0.6076,9,0.638496,n,,
40,TRUE,383,A,B,0.225,1,explanation,FALSE,,FALSE,0.209931,22,0.103782,n,,
43,TRUE,466,L,A,0.225,1,regular,FALSE,,FALSE,-0.78251,9,0.582585,n,,
44,TRUE,467,A,B,0.225,1,regular,FALSE,,FALSE,0.377617,23,0.214948,n,,
46,TRUE,450,L,A,0.225,1,regular,FALSE,,FALSE,-0.478845,8,0.469166,n,,
47,TRUE,533,A,B,0.225,1,regular,FALSE,,FALSE,0.342307,25,0.16221,n,,
49,TRUE,533,A,B,0.225,1,regular,FALSE,,FALSE,0.299746,23,0.190453,n,,
51,TRUE,667,L,A,0.225,1,regular,FALSE,,FALSE,-0.826005,9,0.750229,n,,
52,FALSE,633,A,A,0.225,1,regular,FALSE,,FALSE,-0.247836,11,0.108444,trend,,
53,TRUE,583,L,A,0.225,1,regular,FALSE,,FALSE,-0.19264,8,0.125836,n,,
54,FALSE,1200,A,A,0.225,1,regular,FALSE,,FALSE,-0.329644,8,0.277363,trend,,
55,TRUE,767,A,B,0.225,1,explanation,FALSE,,FALSE,0.528088,24,0.453752,n,,
56,TRUE,867,L,A,0.225,1,explanation,FALSE,,FALSE,-0.362303,8,0.208553,n,,
58,FALSE,567,L,B,0.225,1,regular,FALSE,,FALSE,0.660063,24,0.416528,trend,,
61,TRUE,450,A,B,0.225,1,regular,FALSE,,FALSE,0.61242,23,0.505723,n,,
63,TRUE,534,L,A,0.225,1,regular,FALSE,,FALSE,-0.416886,10,0.309432,n,,
65,TRUE,567,A,B,0.225,1,regular,FALSE,,FALSE,0.234852,24,0.151709,n,,
69,TRUE,716,L,A,0.225,1,regular,FALSE,,FALSE,-0.048061,10,0.004478,n,,
70,TRUE,717,L,A,0.225,1,regular,FALSE,,FALSE,-0.228114,10,0.146978,n,,
71,TRUE,433,L,A,0.225,1,regular,FALSE,,FALSE,-0.575404,11,0.577815,n,,
72,TRUE,417,A,B,0.225,1,regular,FALSE,,FALSE,0.613876,24,0.371858,n,,
74,TRUE,450,A,B,0.225,1,regular,FALSE,,FALSE,0.178507,23,0.03545,n,,
78,TRUE,434,L,A,0.225,1,regular,FALSE,,FALSE,-0.546522,9,0.493007,n,,
80,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.734488,25,0.414848,n,,
81,TRUE,384,A,B,0.225,1,regular,FALSE,,FALSE,0.528505,24,0.380752,n,,
82,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.17251,22,0.045883,n,,
83,TRUE,450,A,B,0.225,1,regular,FALSE,,FALSE,0.458847,25,0.238951,n,,
84,TRUE,433,L,A,0.225,1,regular,FALSE,,FALSE,-0.708888,9,0.504689,n,,
87,FALSE,1033,A,A,0.225,1,regular,FALSE,,FALSE,-0.200513,10,0.105439,trend,,
88,TRUE,567,A,B,0.225,1,regular,FALSE,,FALSE,0.39169,24,0.328718,n,,
89,TRUE,450,A,B,0.225,1,regular,FALSE,,FALSE,0.339302,22,0.186392,n,,
90,TRUE,433,A,B,0.225,1,regular,FALSE,,FALSE,0.149169,22,0.032608,n,,
91,TRUE,550,L,A,0.225,1,regular,FALSE,,FALSE,-0.232764,10,0.207648,n,,
92,TRUE,534,L,A,0.225,1,regular,FALSE,,FALSE,-0.386344,11,0.253154,n,,
95,TRUE,517,A,B,0.225,1,regular,FALSE,,FALSE,0.58711,24,0.457338,n,,
97,TRUE,650,A,B,0.225,1,regular,FALSE,,FALSE,0.131699,22,0.04721,n,,
99,FALSE,534,A,A,0.225,1,regular,FALSE,,FALSE,-0.113379,9,0.014493,trend,,
100,TRUE,617,L,A,0.225,1,regular,FALSE,,FALSE,-0.295122,8,0.301967,n,,
101,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.472981,23,0.297225,n,,
102,TRUE,516,L,A,0.225,1,regular,FALSE,,FALSE,-0.112646,11,0.024709,n,,
103,TRUE,500,L,A,0.225,1,regular,FALSE,,FALSE,-0.772644,8,0.647145,n,,
104,TRUE,467,L,A,0.225,1,regular,FALSE,,FALSE,-0.621878,11,0.464476,n,,
107,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.211791,23,0.08339,n,,
108,TRUE,433,A,B,0.225,1,regular,FALSE,,FALSE,0.434892,23,0.2727,n,,
110,TRUE,400,A,B,0.225,1,regular,FALSE,,FALSE,0.599251,22,0.431351,n,,
111,TRUE,383,A,B,0.225,1,regular,FALSE,,FALSE,0.242783,22,0.107977,n,,
113,TRUE,534,L,A,0.225,1,regular,FALSE,,FALSE,-0.41813,11,0.366504,n,,
114,TRUE,500,L,A,0.225,1,regular,FALSE,,FALSE,-0.527683,9,0.332598,n,,
115,TRUE,400,A,B,0.225,1,regular,FALSE,,FALSE,0.4949,22,0.499311,n,,
117,TRUE,484,L,A,0.225,1,regular,FALSE,,FALSE,-1.139192,9,0.923109,n,,
120,TRUE,350,A,B,0.225,1,regular,FALSE,,FALSE,0.463751,23,0.276244,n,,
121,TRUE,367,A,B,0.225,1,regular,FALSE,,FALSE,0.313447,23,0.178178,n,,
122,TRUE,283,A,B,0.225,1,regular,FALSE,,FALSE,0.405897,22,0.328605,n,,
123,TRUE,433,L,A,0.225,1,regular,FALSE,,FALSE,-0.209482,10,0.15417,n,,
124,FALSE,367,A,A,0.225,1,regular,FALSE,,FALSE,-0.423113,11,0.238099,trend,,
127,TRUE,450,L,A,0.225,1,regular,FALSE,,FALSE,-0.419922,11,0.443975,n,,
129,TRUE,500,L,A,0.225,1,regular,FALSE,,FALSE,-0.537325,10,0.636291,n,,
130,TRUE,400,L,A,0.225,1,regular,FALSE,,FALSE,-0.671749,8,0.568687,n,,
133,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.561612,22,0.413724,n,,
136,TRUE,533,A,B,0.225,1,regular,FALSE,,FALSE,0.567487,24,0.47024,n,,
137,TRUE,633,L,A,0.225,1,regular,FALSE,,FALSE,-0.622403,8,0.62287,n,,
138,TRUE,500,A,B,0.225,1,regular,FALSE,,FALSE,0.20228,22,0.071993,n,,
142,TRUE,434,L,A,0.225,1,regular,FALSE,,FALSE,-0.637925,8,0.456174,n,,
143,TRUE,416,L,A,0.225,1,regular,FALSE,,FALSE,-0.443901,11,0.263384,n,,
144,TRUE,683,A,B,0.225,1,regular,FALSE,,FALSE,0.464622,25,0.280208,n,,
145,FALSE,667,A,A,0.225,1,regular,FALSE,,FALSE,0.134996,11,0.034211,trend,,
146,FALSE,333,A,A,0.225,1,regular,FALSE,,FALSE,-0.378186,11,0.321348,trend,,
147,TRUE,800,L,A,0.225,1,explanation,FALSE,,FALSE,-0.527236,9,0.22819,n,,
148,TRUE,67,A,B,0.225,1,explanation,FALSE,,FALSE,0.587587,25,0.434993,n,,
151,TRUE,384,A,B,0.225,1,regular,FALSE,,FALSE,0.447249,22,0.238126,n,,
152,TRUE,466,L,A,0.225,1,regular,FALSE,,FALSE,-0.889236,8,0.889975,n,,
154,TRUE,450,L,A,0.225,1,regular,FALSE,,FALSE,-0.741937,9,0.563607,n,,
155,FALSE,384,L,B,0.225,1,regular,FALSE,,FALSE,0.545495,25,0.332076,trend,,
157,TRUE,483,A,B,0.225,1,regular,FALSE,,FALSE,0.368153,24,0.163269,n,,
158,TRUE,617,A,B,0.225,1,regular,FALSE,,FALSE,0.343359,25,0.153933,n,,
159,TRUE,433,A,B,0.225,1,regular,FALSE,,FALSE,0.216487,23,0.064365,n,,
160,TRUE,434,A,B,0.225,1,regular,FALSE,,FALSE,0.239687,24,0.095834,n,,
162,TRUE,400,A,B,0.225,1,regular,FALSE,,FALSE,0.410034,22,0.344498,n,,
163,TRUE,600,L,A,0.225,1,regular,FALSE,,FALSE,-0.396862,10,0.156142,n,,
164,TRUE,434,A,B,0.225,1,regular,FALSE,,FALSE,0.455044,24,0.346717,n,,
165,TRUE,617,L,A,0.225,1,regular,FALSE,,FALSE,-0.400159,9,0.21214,n,,
166,TRUE,466,A,B,0.225,1,regular,FALSE,,FALSE,0.205836,24,0.086404,n,,
168,TRUE,684,L,A,0.225,1,regular,FALSE,,FALSE,-0.245055,11,0.061589,n,,
170,TRUE,384,L,A,0.225,1,regular,FALSE,,FALSE,-0.276152,10,0.210077,n,,
174,TRUE,433,A,B,0.225,1,regular,FALSE,,FALSE,0.813826,25,0.458172,n,,
176,TRUE,483,L,A,0.225,1,regular,FALSE,,FALSE,-0.564173,11,0.376212,n,,
177,TRUE,434,L,A,0.225,1,regular,FALSE,,FALSE,-0.18914,9,0.07148,n,,
179,TRUE,433,L,A,0.225,1,regular,FALSE,,FALSE,0.021617,8,0.001947,n,,
180,FALSE,450,A,A,0.225,1,regular,FALSE,,FALSE,-0.10476,8,0.051224,trend,,
